"y","p","Qr","Q","Eh"
24,0.214496891046874,0,0,0
6672,0.242101705735549,0,0,0
67,0.209569186056033,0,0,0
48,0.176351845294703,0,0,0
54,0.178731102049351,0,0,0
5,0.180024866594467,0,0,0
4220,0.244339820963796,0,0,0
46,0.193176429509185,0,0,0
4,0.225618693546858,0,0,0
15,0.194148824217264,0,0,0
83,0.219325127720367,0,0,0
22,0.168903813394718,0,0,0
19,0.232838590976316,0,0,0
16,0.199365498127881,0,0,0
28,0.209970537815243,0,0,0
16,0.192485572912265,0,0,0
214,0.221867312809918,0,0,0
9,0.160177930034697,0,0,0
40,0.200544949083123,0,0,0
22,0.169739933800884,0,0,0
33,0.192839001873508,0,0,0
9,0.235842611072585,0,0,0
26,0.211937808648217,0,0,0
72,0.217451916949358,0,0,0
42,0.235384074239992,0,0,0
16918,0.241922817293089,0,0,0
730,0.237267278796062,0,0,0
61,0.199777432165574,0,0,0
68,0.191888592541218,0,0,0
2,0.173349713997450,0,0,0
10,0.233925859185401,0,0,0
19,0.160702484811191,0,0,0
10,0.175130379085895,0,0,0
2,0.164220140851103,0,0,0
280303,0.249741417344194,0,0,798
12,0.187606464247219,0,0,0
5,0.174118898767047,0,0,0
26,0.200982644041069,0,0,0
4,0.239226158421952,0,0,0
2748,0.235261920071207,0,0,0
13714,0.241846765582450,0,0,0
18,0.212281438536011,0,0,0
9,0.187267804660369,0,0,0
4,0.183016367920209,0,0,0
177,0.209672357351519,0,0,0
40,0.202811629732605,0,0,0
39,0.178059141384438,0,0,0
2,0.243521840630565,0,0,0
20,0.169424651802983,0,0,0
166,0.215526086580940,0,0,0
2,0.190801186051685,0,0,0
22,0.188107335306704,0,0,0
204,0.224142730168533,0,0,0
5427,0.246048292594496,0,0,0
267,0.210124646984041,0,0,0
8,0.178527974337339,0,0,0
111,0.237468710052781,0,0,0
28,0.242885174441617,0,0,0
3,0.237541299534496,0,0,0
4,0.184760421630926,0,0,0
3,0.171285184945446,0,0,0
6,0.183376285983250,0,0,0
28,0.175552167643327,0,0,0
2,0.182689067027532,0,0,0
49,0.162595986220986,0,0,0
8,0.218145625719335,0,0,0
10,0.180461287796497,0,0,0
79,0.163036137558520,0,0,0
26,0.228485577115789,0,0,0
5,0.207236245770473,0,0,0
6,0.203731746908743,0,0,0
2,0.193161523509771,0,0,0
88,0.210682545558084,0,0,0
18,0.191782353029121,0,0,0
66,0.205042117030825,0,0,0
173,0.195235441089608,0,0,0
2,0.178026955672540,0,0,0
70,0.200581953299697,0,0,0
2,0.239310752402525,0,0,0
8,0.198601831228007,0,0,0
23,0.177907697430346,0,0,0
10,0.185227854764089,0,0,0
3,0.166531156341080,0,0,0
331,0.200027485794853,0,0,0
3,0.183980561229400,0,0,0
8,0.197220117133111,0,0,0
4717,0.245966750234365,0,0,0
11,0.180717170180287,0,0,0
42,0.168955494763795,0,0,0
16,0.182722047364805,0,0,0
403,0.249391252421774,0,0,0
60493,0.24863462877227,0,0,0
16,0.169532266408205,0,0,0
148,0.232783110383898,0,0,0
29,0.195836245934479,0,0,0
3,0.161431447740179,0,0,0
6825,0.24276750190882,0,0,0
94,0.233846195796505,0,0,0
3,0.242845092914067,0,0,0
315812,0.248595158746466,0,0,1804
70,0.178641553819180,0,0,0
52,0.217485717455857,0,0,0
27,0.193820943925530,0,0,0
35,0.236161130203400,0,0,0
3,0.164061239894945,0,0,0
20,0.180961437383667,0,0,0
30,0.202261223301757,0,0,0
4,0.176493829118554,0,0,0
3,0.208422332301270,0,0,0
10,0.200669432980940,0,0,0
25,0.196306924729142,0,0,0
38,0.185910341297276,0,0,0
3,0.231882358484436,0,0,0
136,0.201440176344477,0,0,0
823,0.225905039915815,0,0,0
3117,0.241568844178692,0,0,0
7067,0.234655441264622,0,0,0
35,0.193650514374021,0,0,0
3,0.16808863052167,0,0,0
50,0.219597172550857,0,0,0
5,0.214972242040094,0,0,0
56,0.205779099701904,0,0,0
13,0.218515402451158,0,0,0
2,0.196446384803858,0,0,0
21,0.166524355621077,0,0,0
361059,0.247344269689638,0,0,1490
12,0.168796491695102,0,0,0
5,0.190208788171876,0,0,0
112,0.190186263504438,0,0,0
3,0.163157037291676,0,0,0
21,0.201493423474021,0,0,0
4,0.222645964813419,0,0,0
14,0.161939617949538,0,0,0
59,0.189133396407124,0,0,0
969,0.220528129329905,0,0,0
4,0.166001545705367,0,0,0
3,0.160366947546136,0,0,0
14,0.205986165755894,0,0,0
10,0.207802801383659,0,0,0
3140,0.243143218727782,0,0,0
2,0.204534245217219,0,0,0
74,0.204543017570395,0,0,0
425,0.232572281127796,0,0,0
47,0.212102719827089,0,0,0
76,0.241786233300809,0,0,0
107,0.234199159687851,0,0,0
3,0.188505810836796,0,0,0
8929,0.243920574847143,0,0,0
3,0.216683301751036,0,0,0
3,0.208672909380402,0,0,0
2,0.199721646115649,0,0,0
6,0.214132818682119,0,0,0
12,0.191615270916373,0,0,0
4472,0.232236255889293,0,0,0
52,0.194743032965343,0,0,0
2206,0.236879411402624,0,0,0
27,0.213735604062676,0,0,0
912,0.240260764264967,0,0,0
2,0.211994837084785,0,0,0
28,0.166548402295448,0,0,0
22,0.182179832672700,0,0,0
23,0.161096220710315,0,0,0
80,0.207650506163482,0,0,0
76,0.213842012344394,0,0,0
11,0.193715663449839,0,0,0
450,0.225365359701682,0,0,0
12,0.182281083317939,0,0,0
25,0.171833130868617,0,0,0
176,0.198107097691391,0,0,0
113,0.236933267582208,0,0,0
30,0.160234290244989,0,0,0
21,0.166356406882405,0,0,0
733,0.221968575043138,0,0,0
2,0.172068776991218,0,0,0
19,0.175972776070703,0,0,0
4,0.173060278960038,0,0,0
10,0.182266495348886,0,0,0
3,0.199023474527057,0,0,0
184,0.188509329182561,0,0,0
40,0.216614906510804,0,0,0
13,0.206380516886711,0,0,0
16,0.181979812697973,0,0,0
157,0.206193692374509,0,0,0
2474,0.236888692118227,0,0,0
3,0.216464798904490,0,0,0
2,0.217832122696564,0,0,0
61,0.219811631129123,0,0,0
2,0.24432143865386,0,0,0
490202,0.249880113345571,0,0,1903
1424,0.227660442094784,0,0,0
7,0.2478067626548,0,0,0
26,0.213515803026967,0,0,0
16,0.176798034431413,0,0,0
7323,0.248826493804809,0,0,0
13,0.200632350225933,0,0,0
78,0.236217634938657,0,0,0
80,0.171772784476634,0,0,0
435,0.211460484827403,0,0,0
2,0.209232175964862,0,0,0
365,0.213056929493323,0,0,0
2,0.192452737288550,0,0,0
35,0.191142260171473,0,0,0
44,0.192213017477188,0,0,0
9,0.204462141215336,0,0,0
71,0.165505187273957,0,0,0
30,0.215221195858903,0,0,0
7,0.207267280919477,0,0,0
10,0.205805398928933,0,0,0
7,0.230967741156928,0,0,0
47,0.236073504697997,0,0,0
473,0.236148369447328,0,0,0
83,0.245402392314281,0,0,0
1500,0.230869429185987,0,0,0
4,0.210912166056223,0,0,0
972,0.21758463954553,0,0,0
6,0.201634066361003,0,0,0
22,0.202510080980137,0,0,0
6,0.162550396085717,0,0,0
9202,0.245761657929979,0,0,0
8,0.172742584608495,0,0,0
471,0.225691898909863,0,0,0
2,0.17640005198773,0,0,0
2,0.182183026743587,0,0,0
28,0.171375904253218,0,0,0
24,0.175929384026676,0,0,0
270,0.207156135605183,0,0,0
3,0.214458245821297,0,0,0
215,0.21858401019359,0,0,0
3,0.185435088665690,0,0,0
9,0.182852538195439,0,0,0
7,0.209385968423449,0,0,0
4,0.213174363414291,0,0,0
2054,0.231757147121243,0,0,0
2553,0.229612760136370,0,0,0
2994,0.244638275809120,0,0,0
63,0.189228465021588,0,0,0
3,0.218871004504617,0,0,0
16,0.190221757281106,0,0,0
410,0.218186207374092,0,0,0
1027,0.243433956857771,0,0,0
82,0.1913146371115,0,0,0
106,0.194456163314171,0,0,0
2,0.225759585606866,0,0,0
2,0.214701530896127,0,0,0
145,0.200500424141064,0,0,0
459,0.220942901584785,0,0,0
47,0.169473310594913,0,0,0
2,0.22883624574868,0,0,0
2793,0.246853194748983,0,0,0
284,0.232811414729804,0,0,0
79,0.165643286190461,0,0,0
6,0.179401834702585,0,0,0
12,0.231832957935985,0,0,0
24,0.195754102151841,0,0,0
2,0.179035246027634,0,0,0
2,0.233722573621199,0,0,0
118,0.221928963132668,0,0,0
3,0.205940804656129,0,0,0
10,0.204391052953433,0,0,0
76,0.160760734574869,0,0,0
16,0.210395313536283,0,0,0
34,0.173320108151529,0,0,0
9,0.219561431654729,0,0,0
93,0.216883074920625,0,0,0
19,0.176993540374096,0,0,0
15,0.160191929866560,0,0,0
212,0.211604640108999,0,0,0
25,0.220752359530889,0,0,0
56,0.192675665591378,0,0,0
4,0.224564347169362,0,0,0
4141,0.239677971270867,0,0,0
10,0.171093102465384,0,0,0
387,0.231407634289935,0,0,0
143,0.219942228661384,0,0,0
46,0.218172516289633,0,0,0
3,0.204198857003357,0,0,0
5,0.178658311297186,0,0,0
127,0.223756229151040,0,0,0
90,0.196340519438963,0,0,0
3,0.244217066357378,0,0,0
9,0.175439314704854,0,0,0
19,0.173178175415378,0,0,0
165,0.236370868387166,0,0,0
73,0.174350457580294,0,0,0
7,0.166943188300356,0,0,0
2,0.209694413344841,0,0,0
226,0.221608874553349,0,0,0
10,0.183880508232396,0,0,0
808,0.238173667315859,0,0,0
8,0.21251378451474,0,0,0
56,0.21363938260125,0,0,0
21,0.223649333084468,0,0,0
9,0.169486691507045,0,0,0
213,0.241005889452063,0,0,0
114222,0.244223336356226,0,0,0
94,0.232342914643232,0,0,0
17,0.199497743605170,0,0,0
80,0.214600272413809,0,0,0
3049,0.228872039890848,0,0,0
42,0.204781960044056,0,0,0
10,0.184896310868207,0,0,0
37,0.236277813839260,0,0,0
46,0.227709607572760,0,0,0
152,0.208528574390803,0,0,0
7,0.214241645729635,0,0,0
4932,0.242071781125851,0,0,0
82,0.187903967683669,0,0,0
69,0.178647018799093,0,0,0
46,0.161461538060103,0,0,0
1063,0.243227540191729,0,0,0
83,0.178808388749603,0,0,0
24,0.216995844186749,0,0,0
45,0.197372214519419,0,0,0
45232,0.249553331020288,0,0,0
46,0.224448995606508,0,0,0
10,0.204817963733803,0,0,0
325,0.226787943851668,0,0,0
9,0.245054112963844,0,0,0
10,0.166082917116582,0,0,0
3,0.242703077741899,0,0,0
7,0.240333705241792,0,0,0
201,0.246244449371006,0,0,0
3,0.240494585018605,0,0,0
3,0.194013274090830,0,0,0
5,0.190595668638125,0,0,0
82,0.2243268767884,0,0,0
3,0.20261936230585,0,0,0
19841,0.244493244451005,0,0,0
15,0.162650581579655,0,0,0
2,0.183396284428891,0,0,0
211,0.212913035894744,0,0,0
24,0.188483533037361,0,0,0
27,0.198795206763316,0,0,0
228,0.231824607988819,0,0,0
9,0.160720703464467,0,0,0
6577,0.239317217657808,0,0,0
797,0.235476522105746,0,0,0
463,0.224888270217925,0,0,0
19,0.165319181045052,0,0,0
5,0.195236572143622,0,0,0
10,0.215691775537562,0,0,0
102,0.226585200428963,0,0,0
216,0.206393633454572,0,0,0
460,0.223884758742061,0,0,0
1915,0.235664065240417,0,0,0
258,0.225508861173876,0,0,0
33,0.167518063497264,0,0,0
57,0.209608669681475,0,0,0
12,0.17937029016437,0,0,0
30426,0.242131060019601,0,0,0
281,0.204679619269446,0,0,0
141,0.216167670474388,0,0,0
2116,0.238078449314926,0,0,0
2,0.166840935032815,0,0,0
51,0.196494184576441,0,0,0
23,0.185672098984942,0,0,0
208,0.204266640532296,0,0,0
3,0.166085762374569,0,0,0
21,0.199974702310283,0,0,0
27,0.161033780120779,0,0,0
7,0.162285044728778,0,0,0
20,0.20444370002253,0,0,0
60,0.201676801661961,0,0,0
2,0.197098324350081,0,0,0
2,0.220526861001272,0,0,0
4583,0.232243457033765,0,0,0
4,0.211782572050579,0,0,0
4,0.244905914755072,0,0,0
38,0.195063884339761,0,0,0
8435,0.239808251925278,0,0,0
4,0.237679170107003,0,0,0
112,0.249983296438586,0,0,0
2,0.221215891810134,0,0,0
2,0.226238474664278,0,0,0
2,0.197753939172253,0,0,0
196554,0.249336121669039,0,0,120
2,0.207296235407703,0,0,0
35,0.206658198316582,0,0,0
13,0.175249889099505,0,0,0
55,0.177139957575127,0,0,0
761,0.233388933683746,0,0,0
5,0.166136547361966,0,0,0
45,0.168035528399050,0,0,0
4,0.241757480481174,0,0,0
619,0.228035613943357,0,0,0
1855,0.236973354683723,0,0,0
171,0.180119979653973,0,0,0
2040,0.237709188091103,0,0,0
8,0.176128076014575,0,0,0
1115,0.234584990614094,0,0,0
3,0.187192507865839,0,0,0
27,0.180830243960954,0,0,0
87,0.203974523956422,0,0,0
29,0.227443290264346,0,0,0
12,0.175927092016209,0,0,0
2,0.175665197984781,0,0,0
13,0.241018667391036,0,0,0
103,0.213822286457289,0,0,0
106,0.230848432099447,0,0,0
7,0.174346045451239,0,0,0
131,0.217164272977971,0,0,0
3,0.164763720096089,0,0,0
4,0.226974136661738,0,0,0
15,0.186384145179763,0,0,0
9,0.188133593755774,0,0,0
20,0.161598644936457,0,0,0
645,0.234175674852449,0,0,0
2439,0.245879212717991,0,0,0
4,0.177966759023257,0,0,0
8,0.170266605510842,0,0,0
128,0.222985387865920,0,0,0
28,0.210366336961742,0,0,0
376,0.234549118813593,0,0,0
3,0.175642412807792,0,0,0
403,0.238753147174139,0,0,0
977,0.246687143191230,0,0,0
2,0.190224572971929,0,0,0
134,0.234133153625298,0,0,0
57,0.194051976040937,0,0,0
2,0.189764267515857,0,0,0
100,0.171726368828677,0,0,0
3024,0.238601511085872,0,0,0
8,0.175392724000849,0,0,0
174,0.220666990936734,0,0,0
177,0.205307038207538,0,0,0
8,0.1843196138856,0,0,0
4,0.187331295586191,0,0,0
11,0.172890778416768,0,0,0
8,0.161153100975789,0,0,0
15,0.178075282939244,0,0,0
7,0.180273899664171,0,0,0
16,0.200771037824452,0,0,0
567,0.234692562618293,0,0,0
69,0.22161614845274,0,0,0
45,0.214392015039921,0,0,0
2,0.195822974049952,0,0,0
8,0.209493783104699,0,0,0
33,0.168780697151087,0,0,0
3717,0.242726894144434,0,0,0
24131,0.24505880814977,0,0,0
131,0.212842187879141,0,0,0
163,0.211079015613068,0,0,0
542,0.24186338205589,0,0,0
20,0.187787354644388,0,0,0
113,0.193318873143289,0,0,0
54,0.215110066344496,0,0,0
7,0.180795139377005,0,0,0
2,0.170012110876851,0,0,0
6,0.160843154876493,0,0,0
9122,0.245636331671849,0,0,0
2,0.187145136764739,0,0,0
100,0.219198128539138,0,0,0
504663,0.249562085247599,0,0,1818
6,0.226491993498057,0,0,0
31,0.222558662598021,0,0,0
5,0.169232726630289,0,0,0
31,0.199422348637600,0,0,0
235,0.213581187382806,0,0,0
9,0.161706359621603,0,0,0
2,0.190367465121672,0,0,0
129,0.194044918646105,0,0,0
8,0.168966882480308,0,0,0
2,0.217638617556076,0,0,0
62,0.225865184448194,0,0,0
33,0.190352921346202,0,0,0
127,0.219292839455884,0,0,0
145,0.1912779692607,0,0,0
93,0.166251148430165,0,0,0
117,0.228963704635389,0,0,0
4,0.192565830389503,0,0,0
38,0.180796591918916,0,0,0
11,0.186651056220289,0,0,0
58,0.217364726066589,0,0,0
115,0.215002155166585,0,0,0
2,0.195179925481789,0,0,0
8,0.169906350369565,0,0,0
503,0.233189463247545,0,0,0
28,0.191878188524861,0,0,0
251,0.218627767541911,0,0,0
208,0.222673731544055,0,0,0
100039,0.244949158607051,0,0,67
4,0.172550208300818,0,0,0
2,0.236750665244181,0,0,0
325,0.244774389953818,0,0,0
2,0.204363305186853,0,0,0
237,0.222728445422836,0,0,0
77,0.237532332427800,0,0,0
3,0.175380314236972,0,0,0
36286,0.245248247375712,0,0,0
6,0.172293303387705,0,0,0
16,0.203275532156695,0,0,0
2,0.174854576291982,0,0,0
22,0.223857560493052,0,0,0
33,0.160608774693683,0,0,0
11,0.210873291774187,0,0,0
155,0.192928507314064,0,0,0
3,0.165290673333220,0,0,0
27,0.205433751272503,0,0,0
5841,0.238718526498415,0,0,0
77,0.247838816749863,0,0,0
325,0.209460467952304,0,0,0
11,0.239654656671919,0,0,0
27,0.204964043605141,0,0,0
2,0.198575114666019,0,0,0
2,0.161027329743374,0,0,0
2,0.202427040459588,0,0,0
7,0.247210443133954,0,0,0
12,0.204831679880153,0,0,0
36,0.205186745743267,0,0,0
2582,0.239374220676254,0,0,0
2,0.169503719133791,0,0,0
526,0.213225391330197,0,0,0
1699,0.245589137764182,0,0,0
2,0.200651570034679,0,0,0
160,0.199070636709221,0,0,0
134,0.201835322519764,0,0,0
160,0.19257585181389,0,0,0
3,0.201772368182428,0,0,0
154,0.169560540663078,0,0,0
10,0.213642600560561,0,0,0
13,0.233407926887739,0,0,0
59,0.198571917954832,0,0,0
2,0.230405279705301,0,0,0
21,0.193908292492852,0,0,0
215,0.202070374093018,0,0,0
2,0.164330202720594,0,0,0
42,0.183852434598375,0,0,0
16,0.170898692184128,0,0,0
136,0.242753374399617,0,0,0
3177,0.237853632234037,0,0,0
11,0.206985612846911,0,0,0
64,0.229707298700232,0,0,0
86,0.229805082883686,0,0,0
5054,0.239099610103294,0,0,0
5,0.193352465317585,0,0,0
8972,0.246421634170692,0,0,0
2,0.196309739246499,0,0,0
881,0.244243979789317,0,0,0
125,0.234978553720284,0,0,0
114,0.213421142338775,0,0,0
3,0.213162692305632,0,0,0
25,0.203319667298347,0,0,0
1837,0.224617678662762,0,0,0
13,0.176930973175913,0,0,0
19,0.164059087254573,0,0,0
17,0.166833130894229,0,0,0
178,0.227717301803641,0,0,0
4,0.22261538970517,0,0,0
32,0.213971153122839,0,0,0
665,0.239704577149823,0,0,0
2,0.165489412595052,0,0,0
273,0.211595271949191,0,0,0
28,0.237457079491578,0,0,0
8,0.235630442933179,0,0,0
54,0.177147133029066,0,0,0
382,0.225441895257682,0,0,0
23,0.206872421111912,0,0,0
11,0.237633767118678,0,0,0
45,0.235678514216561,0,0,0
3,0.223686286779121,0,0,0
1143,0.237595539060421,0,0,0
51,0.206187056945637,0,0,0
42,0.179135035518557,0,0,0
3,0.189826341900043,0,0,0
71,0.178722528431099,0,0,0
123,0.210702516406309,0,0,0
3,0.213853479940444,0,0,0
77,0.200794934609439,0,0,0
87,0.199735203320161,0,0,0
14,0.202141960449517,0,0,0
2,0.183691955497488,0,0,0
10,0.199034619356971,0,0,0
3713,0.242927573376801,0,0,0
3,0.235387895361055,0,0,0
431,0.214649784127250,0,0,0
30,0.207000946050975,0,0,0
626,0.237287145310547,0,0,0
2728,0.23796305810567,0,0,0
6,0.191285456961486,0,0,0
18,0.207611001268961,0,0,0
14,0.162434404145461,0,0,0
388,0.206130440814886,0,0,0
2,0.18765753419837,0,0,0
79,0.185861735541839,0,0,0
74,0.169069568316918,0,0,0
168,0.209527694189455,0,0,0
29,0.224750218156260,0,0,0
3,0.228135380405001,0,0,0
1471,0.236763669934589,0,0,0
47,0.188895637101959,0,0,0
2,0.213820488224737,0,0,0
298,0.185566810693126,0,0,0
3,0.212591090304777,0,0,0
2,0.209615381511394,0,0,0
95,0.218543530651368,0,0,0
5,0.179494164069183,0,0,0
44,0.200703215822577,0,0,0
62,0.229813641309738,0,0,0
5,0.192463113036938,0,0,0
10,0.182307461376768,0,0,0
20375,0.249822696743067,0,0,0
2,0.226387335713953,0,0,0
7,0.184912076620385,0,0,0
12,0.222356339297257,0,0,0
123,0.178434036378749,0,0,0
4,0.181936842598952,0,0,0
8,0.201716260414105,0,0,0
4,0.169399625137448,0,0,0
45,0.162733080356847,0,0,0
17,0.174660927171353,0,0,0
22430,0.242861615447327,0,0,0
507,0.242716602382716,0,0,0
2,0.160815134425648,0,0,0
83,0.200462016563397,0,0,0
4,0.170043133243453,0,0,0
5,0.191484109784942,0,0,0
5,0.195348354692105,0,0,0
4,0.226453325515613,0,0,0
213,0.223898978494108,0,0,0
3,0.161782414643094,0,0,0
3,0.165257596457377,0,0,0
294,0.246848732056096,0,0,0
40,0.185385431169998,0,0,0
135,0.191400406737812,0,0,0
4,0.227763175414875,0,0,0
4347,0.243211849164218,0,0,0
2375,0.230789009623695,0,0,0
3,0.176544566329103,0,0,0
9,0.230976706126239,0,0,0
245,0.220100922186393,0,0,0
8,0.233763129627332,0,0,0
2,0.249010242535733,0,0,0
357,0.210888281341176,0,0,0
61,0.17142407463165,0,0,0
32,0.223317868502345,0,0,0
3,0.190509745895397,0,0,0
3,0.20957687234506,0,0,0
65,0.22243293128442,0,0,0
3,0.18453600512119,0,0,0
2,0.188436744017526,0,0,0
159,0.203420527891722,0,0,0
56,0.23715503733838,0,0,0
10,0.237332002762705,0,0,0
101442,0.249699781958479,0,0,0
73,0.214811599492095,0,0,0
963,0.227041689520702,0,0,0
6,0.160537157240324,0,0,0
34058,0.24743499079952,0,0,0
54,0.210072717845906,0,0,0
7,0.174586665479001,0,0,0
1564,0.239657396757975,0,0,0
1709,0.239050880107097,0,0,0
6,0.228738480214961,0,0,0
5398,0.242108293806668,0,0,0
3,0.223273926815018,0,0,0
1687,0.240798341773916,0,0,0
2,0.218301165993325,0,0,0
85,0.230608398658223,0,0,0
43,0.203073775807861,0,0,0
140,0.212004975855816,0,0,0
1031,0.214866768319625,0,0,0
32,0.186054517680313,0,0,0
446098,0.248990572765470,0,0,2084
21,0.211243349341676,0,0,0
38,0.179229613561183,0,0,0
19,0.165917090487201,0,0,0
17631,0.248497074490879,0,0,0
2,0.218430022331886,0,0,0
8,0.200781463969033,0,0,0
2,0.220390097594354,0,0,0
2,0.236036555089522,0,0,0
21,0.174555704111699,0,0,0
13,0.212053286358714,0,0,0
34,0.186923913948704,0,0,0
5,0.180033235631417,0,0,0
9,0.174229073917959,0,0,0
6,0.166124942889437,0,0,0
348,0.223251979430206,0,0,0
10,0.169739714027382,0,0,0
95,0.235842677855399,0,0,0
2,0.228569061625749,0,0,0
412,0.231140148523264,0,0,0
899,0.234013436515816,0,0,0
647,0.234185031445231,0,0,0
49,0.166280909634661,0,0,0
6,0.18360502212774,0,0,0
31518,0.249247845895588,0,0,0
13959,0.245522391872946,0,0,0
2,0.163384264986962,0,0,0
321,0.211217310456559,0,0,0
49,0.208059489058796,0,0,0
2564,0.238548264941201,0,0,0
76,0.189643497681245,0,0,0
2241,0.236008273563348,0,0,0
387,0.225795748427045,0,0,0
36092,0.249036444574595,0,0,0
71,0.239265329779591,0,0,0
47,0.214931632620282,0,0,0
120,0.200097945099697,0,0,0
5,0.199759019659832,0,0,0
374,0.225169778007548,0,0,0
5,0.240901573942974,0,0,0
476406,0.248600026557688,0,0,1715
10,0.210876687848940,0,0,0
7,0.229416255406104,0,0,0
1754,0.232728216880932,0,0,0
31,0.220599403439555,0,0,0
176320,0.248264265935868,0,0,487
3,0.225955609614030,0,0,0
33,0.214332634306047,0,0,0
13640,0.243901797644794,0,0,0
7,0.164418063652702,0,0,0
33,0.204757751745638,0,0,0
283,0.230026387067046,0,0,0
2,0.240954243328888,0,0,0
140,0.214310935235117,0,0,0
169,0.199326488079969,0,0,0
17,0.193510020161048,0,0,0
23,0.191929410167504,0,0,0
6,0.179758566531818,0,0,0
3,0.198620296036825,0,0,0
130,0.200614351304248,0,0,0
29,0.231725168547127,0,0,0
24,0.213014551680535,0,0,0
407,0.235898134475574,0,0,0
162,0.248127354672179,0,0,0
6,0.169463778673671,0,0,0
26,0.169080761007499,0,0,0
21,0.165508875730447,0,0,0
2,0.187320152453613,0,0,0
281,0.241626409748569,0,0,0
27,0.170939865643159,0,0,0
514,0.246485627109651,0,0,0
31,0.190616070588585,0,0,0
19,0.17402139573358,0,0,0
46,0.188457990780007,0,0,0
35,0.185516005610116,0,0,0
38,0.216907269996591,0,0,0
345,0.203961420150008,0,0,0
4458,0.240175641763490,0,0,0
6,0.238579993986059,0,0,0
18,0.192994643903803,0,0,0
27,0.209341402703431,0,0,0
51,0.172308552500326,0,0,0
56,0.190803646915592,0,0,0
128,0.200791977830231,0,0,0
24,0.236433512992226,0,0,0
35,0.180472885060590,0,0,0
2,0.191853730110452,0,0,0
38,0.169414951342624,0,0,0
753,0.246319824913517,0,0,0
11915,0.246449079350568,0,0,0
6,0.188986629366409,0,0,0
9,0.201663747036364,0,0,0
33,0.202011273691896,0,0,0
75,0.238137461328879,0,0,0
10,0.192198009428103,0,0,0
26,0.162759285622742,0,0,0
8,0.178348213611171,0,0,0
9,0.247373207099736,0,0,0
51,0.186083714175038,0,0,0
8,0.177060156031512,0,0,0
2,0.203987188152969,0,0,0
223,0.204607362737879,0,0,0
5580,0.242545847927686,0,0,0
187,0.189057013695128,0,0,0
195,0.199099319372326,0,0,0
2,0.161667321096174,0,0,0
9,0.191640947388951,0,0,0
2022,0.239736010564957,0,0,0
23,0.190623731920496,0,0,0
4519,0.234523403972853,0,0,0
38162,0.245697801134083,0,0,0
14,0.193069275657181,0,0,0
4,0.160965296954382,0,0,0
5,0.219094847859815,0,0,0
4,0.180631318620872,0,0,0
82,0.195219982680865,0,0,0
6,0.181965365838259,0,0,0
23,0.219239384622779,0,0,0
2,0.185780752401333,0,0,0
76,0.187946289945394,0,0,0
16,0.218447261664551,0,0,0
46,0.217228610203601,0,0,0
115,0.188589046697598,0,0,0
3,0.179848870600108,0,0,0
65,0.171181603732985,0,0,0
80,0.208451686690096,0,0,0
817,0.227315411129966,0,0,0
142,0.223670859592967,0,0,0
2,0.183147105178796,0,0,0
2,0.213013779015746,0,0,0
937,0.232782394066453,0,0,0
14625,0.249597061441746,0,0,0
80,0.191265840814449,0,0,0
4,0.217982131605968,0,0,0
2,0.173121542227454,0,0,0
474,0.231298088075127,0,0,0
2,0.213255675607361,0,0,0
55,0.168164137261920,0,0,0
18,0.203565778583288,0,0,0
14304,0.242962566292845,0,0,0
2,0.221684791441076,0,0,0
167,0.215452938319650,0,0,0
2,0.191880527494941,0,0,0
377,0.225169352416415,0,0,0
19,0.233044617632404,0,0,0
140,0.196549284378998,0,0,0
11,0.210392658316996,0,0,0
8,0.162213233632501,0,0,0
247,0.219869332066737,0,0,0
243,0.182661774817389,0,0,0
15,0.210295183823910,0,0,0
3618,0.248406968549825,0,0,0
3,0.193097333742771,0,0,0
96,0.208166064224206,0,0,0
9,0.185572330574505,0,0,0
8,0.192838756723795,0,0,0
4,0.185294485529885,0,0,0
30,0.166120776957832,0,0,0
153,0.219018933884799,0,0,0
3,0.230110728668515,0,0,0
2,0.225488575878553,0,0,0
8,0.221353543510195,0,0,0
287,0.242014266035985,0,0,0
588,0.229657926440705,0,0,0
3,0.172184788733721,0,0,0
5,0.195497332103550,0,0,0
32,0.164266549102031,0,0,0
270,0.245951941234525,0,0,0
11,0.170590465317946,0,0,0
7,0.191760656912811,0,0,0
4,0.188787570523564,0,0,0
7,0.189547876971774,0,0,0
4,0.205698316972703,0,0,0
2,0.168684828442056,0,0,0
6,0.176755204666406,0,0,0
16,0.198645295188762,0,0,0
15,0.187877527389210,0,0,0
101,0.217894026739523,0,0,0
3,0.174591634983663,0,0,0
7,0.179640849973075,0,0,0
382,0.221472569196485,0,0,0
413,0.237339317817241,0,0,0
8,0.169109105754178,0,0,0
6,0.172941274396144,0,0,0
54,0.171447437007446,0,0,0
9,0.212044634621125,0,0,0
334,0.233714453945868,0,0,0
7,0.178168525598012,0,0,0
6,0.167871076883748,0,0,0
214,0.200718623730354,0,0,0
21,0.166422886459623,0,0,0
83,0.240218237652443,0,0,0
87,0.234969146940857,0,0,0
81,0.175864372183569,0,0,0
15,0.224728921207134,0,0,0
914,0.239819212018047,0,0,0
7,0.192026862762868,0,0,0
423,0.222883668357972,0,0,0
21,0.204076669076458,0,0,0
15,0.192578853352461,0,0,0
2,0.184639251455665,0,0,0
4,0.167453245380893,0,0,0
78,0.196375873237848,0,0,0
14,0.180130301150493,0,0,0
37,0.163276906909887,0,0,0
